id,title,genres,keywords,overview,vote_average,vote_count,release_date,runtime,top_cast,director,movieId,imdbId,tmdbId
124459,The Incredible Burt Wonderstone,['Comedy'],"['magic', 'las vegas']","After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",5.3,724,2013-03-14,100.0,"['Steve Carell', 'Jim Carrey', 'Steve Buscemi']",Don Scardino,101283,790628,124459
24662,Cats Don't Dance,"['Animation', 'Comedy', 'Family', 'Music']","['dance', 'musical', 'furry', 'talking animal', 'anthropomorphism', 'hollywood', 'singing', 'acting', 'movies']","Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",7.1,24,1997-03-26,75.0,"['Scott Bakula', 'Jasmine Guy', 'Natalie Cole']",Mark Dindal,1489,118829,24662
32274,Cradle Will Rock,['Drama'],[],"A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production.",7.2,18,1999-12-10,132.0,"['Hank Azaria', 'Rubén Blades', 'Joan Cusack']",Tim Robbins,3145,150216,32274
182,The Good German,"['War', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","['berlin', 'corruption', 'nazi background', ""love of one's life"", 'chauffeur', 'black market', 'missile', 'postwar period', 'war correspondent', 'allied', 'truth', 'murder', 'humanity']",An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,5.9,86,2006-12-08,108.0,"['George Clooney', 'Cate Blanchett', 'Tobey Maguire']",Steven Soderbergh,50064,452624,182
5494,George and the Dragon,['Adventure'],"['swordplay', 'hero', 'sword', 'dragon']",A knight returning from the Crusades takes on a dragon and becomes a legend.,5.0,13,2004-03-28,93.0,"['James Purefoy', 'Piper Perabo', 'Patrick Swayze']",Tom Reeve,110229,306892,5494
28,Apocalypse Now,"['Drama', 'War']","['guerrilla', 'river', 'vietnam', 'vietcong', 'cambodia', 'army', 'insanity', 'tribe', 'green beret', 'jungle', 'apocalypse', 'death', 'napalm']","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",8.0,2055,1979-08-15,153.0,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall']",Francis Ford Coppola,1208,78788,28
38073,Going the Distance,"['Comedy', 'Drama', 'Romance']","['male nudity', 'sex', 'san francisco', 'waitress', 'newspaper', 'bar', 'nudity', 'airplane', 'male female relationship', 'writer', 'new york city', 'masturbation', 'phone sex', 'text messaging', 'intern', 'long distance relationship', 'woman director', 'record company', 'skype']","Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",6.0,262,2010-09-01,102.0,"['Drew Barrymore', 'Justin Long', 'Charlie Day']",Nanette Burstein,80241,1322312,38073
2054,Mr. Holland's Opus,"['Music', 'Drama', 'Family']","['composer', 'mentor', 'deaf-mute', 'musical', 'apprentice', 'private life', 'music', 'disabled']","In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",6.9,113,1995-12-29,137.0,"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas']",Stephen Herek,62,113862,2054
302156,Criminal,['Action'],"['cia', 'memory', 'convict', 'implant']","Bill Pope is a CIA agent on a mission in London tracking down a shadowy hacker nicknamed ""The Dutchman."" When he gets mysteriously ambushed and killed, an experimental procedure is used to transfer his memories into dangerous ex-convict Jericho Stewart. When he wakes up with the CIA agent's memories, his mission is to find The Dutchman and eliminate him before the hacker launches ICBM's and starts World War III. But complications soon arise and the mission turns personal.",5.7,557,2016-04-14,113.0,"['Kevin Costner', 'Gary Oldman', 'Tommy Lee Jones']",Ariel Vromen,135530,3014866,302156
606,Out of Africa,['Drama'],"['dancing', 'train station', 'denmark', 'fire', 'cemetery', 'compass', 'lion', 'picnic', 'fireworks', 'grave', 'passion', 'farm worker', 'plantation', 'kenia', 'coffee plantation', 'safari', 'banker', 'airplane', 'wedding night', 'adventure', 'aggression by animal', 'friendship', 'syphillis']","Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",7.0,279,1985-12-20,161.0,"['Meryl Streep', 'Robert Redford', 'Klaus Maria Brandauer']",Sydney Pollack,1959,89755,606
87502,Flight,['Drama'],"['confession', 'airplane', 'f word', 'hangover', 'airplane crash', 'syringe', 'denial', 'porn actress', 'jesus freak', 'baseball stadium', 'perjury', 'national transportation safety board', 'flying upside down', 'narcissist', 'relapse', 'substance abuse']","Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",6.5,2415,2012-11-02,138.0,"['Denzel Washington', 'Don Cheadle']",Robert Zemeckis,97923,1907668,87502
698,Moonraker,"['Action', 'Adventure', 'Thriller', 'Science Fiction']","['venice', 'mass murder', 'space marine', 'space suit', 'marcus square', 'space battle', 'secret base', 'utopia', 'space travel', 'boat chase', 'astronaut', 'lasers', 'british secret service', 'weightlessness']",During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,5.9,541,1979-06-26,126.0,"['Roger Moore', 'Lois Chiles', 'Michael Lonsdale']",Lewis Gilbert,3638,79574,698
120467,The Grand Budapest Hotel,"['Comedy', 'Drama']","['hotel', 'painting', 'wartime', 'gunfight', 'theft', 'mentor protégé relationship', 'european', 'hotel lobby', 'renaissance painting']","The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",8.0,4519,2014-02-26,99.0,"['Ralph Fiennes', 'Tony Revolori', 'F. Murray Abraham']",Wes Anderson,109374,2278388,120467
11313,Hearts in Atlantis,"['Drama', 'Mystery']","['american football', 'billard', 'baseball bat', 'richard nixon', 'psychic power', 'american flag', 'wager', 'lingerie slip', 'single mother', 'moving', 'stranger', 'childhood', 'childhood friends', 'ferris wheel', 'straw hat', 'informant', 'mysterious stranger', 'woman crying', 'library card', 'low men', 'bronko nagurski', 'culvert', 'floating on inner tube', 'wind chime', 'jack of spades', 'clairvoyant', 'hires root beer', 'wrong number']",A widowed mother and her son change when a mysterious stranger enters their lives.,6.4,131,2001-09-07,101.0,"['Anthony Hopkins', 'Anton Yelchin', 'Hope Davis']",Scott Hicks,4815,252501,11313
6488,Arachnophobia,"['Comedy', 'Horror']","['small town', 'outbreak', 'exterminator', 'spider bite', 'creature feature', 'spider queen', 'animal attack', 'spiders', 'invasive species', 'arachnophobia', 'animal horror', 'spider general']","A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",6.2,433,1990-08-09,103.0,"['Jeff Daniels', 'Harley Jane Kozak', 'Garette Ratliff Henson']",Frank Marshall,2699,99052,6488
10559,Frequency,"['Crime', 'Drama', 'Science Fiction', 'Thriller']","['new york', 'mother', 'detective', 'baseball', 'radio', 'firemen', 'future', 'time', 'race against time', 'investigation', 'father', 'history', 'murder', 'paranormal', 'rescue', 'family relationships', 'escape', 'crime', 'explosion', 'flashback', 'phenomenon', 'amateur radio', 'aurora borealis', 'altering history']","When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",7.0,462,2000-04-28,118.0,"['Dennis Quaid', 'Jim Caviezel', 'Andre Braugher']",Gregory Hoblit,3510,186151,10559
296099,Vacation,['Comedy'],"['route 66', 'grand canyon', 'cow', 'vacation', 'road trip', 'sequel', 'dysfunctional family', 'family vacation', 'amusement park', 'trucker', 'roller coaster', 'theme park', 'airline pilot', 'bipolar disorder', 'plano texas']","Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",6.2,1195,2015-07-28,99.0,"['Ed Helms', 'Christina Applegate', 'Skyler Gisondo']",John Francis Daley,136598,1524930,296099
8012,Get Shorty,"['Comedy', 'Thriller', 'Crime']","['gambling', 'miami', 'based on novel', 'job', 'murder', 'travel', 'mafia', 'money', 'debt', 'mobster', 'business', 'hollywood', 'gangster', 'crime', 'violence', 'drug', 'producer', 'con']","Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",6.4,302,1995-10-20,105.0,"['John Travolta', 'Gene Hackman', 'Rene Russo']",Barry Sonnenfeld,21,113161,8012
1574,Chicago,"['Action', 'Comedy', 'Crime', 'Drama', 'Music']","['chicago', 'based on stage musical', 'prison matron', 'jazz age', 'nude man murdered']",Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,6.9,677,2002-12-26,113.0,"['Catherine Zeta-Jones', 'Renée Zellweger', 'Queen Latifah']",Rob Marshall,5991,299658,1574
9032,Big Daddy,"['Comedy', 'Drama']","['bachelor', 'law', 'vomit', 'syracuse university', 'law school', 'young boy', 'politically incorrect', 'wetting pants', 'central park', 'public urination', ""child's point of view"", 'responsibility', 'immaturity']","A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",6.1,875,1999-06-25,93.0,"['Adam Sandler', 'Joey Lauren Adams', 'Kristy Swanson']",Dennis Dugan,2694,142342,9032
2770,American Pie 2,"['Comedy', 'Romance']","['sex', 'party', 'summer', 'beach house', 'group of friends', 'gross out comedy', 'tantra', 'mistaken for a special education student', 'superglue', 'sex comedy']","The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",6.0,1344,2001-08-10,108.0,"['Jason Biggs', 'Thomas Ian Nicholas', 'Chris Klein']",J.B. Rogers,4718,252866,2770
862,Toy Story,"['Animation', 'Comedy', 'Family']","['jealousy', 'toy', 'boy', 'friendship', 'friends', 'rivalry', 'boy next door', 'new toy', 'toy comes to life']","Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",7.7,5269,1995-10-30,81.0,"['Tom Hanks', 'Tim Allen', 'Don Rickles']",John Lasseter,1,114709,862
1637,Speed,"['Action', 'Adventure', 'Crime']","['bomb', 'airport', 'bus', 'bus ride', 'highway', 'bomb planting']","Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",6.8,1783,1994-06-09,116.0,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']",Jan de Bont,377,111257,1637
72570,The Vow,"['Drama', 'Romance']","['coma', 'amnesia', 'based on true story', 'memory loss', 'car accident', 'romantic drama']","Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",7.0,1293,2012-02-05,104.0,"['Rachel McAdams', 'Channing Tatum', 'Sam Neill']",Michael Sucsy,92509,1606389,72570
27569,Extraordinary Measures,['Drama'],[],"Working-class father John Crowley is finally on the fast track to corporate success when his two young children, Megan and Patrick, are diagnosed with Pompe disease - a condition that prevents the body from breaking down sugar. With the support of his wife, Aileen, John ditches his career and teams with unconventional specialist Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of Megan and Patrick. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",6.0,89,2010-01-21,105.0,"['Harrison Ford', 'Brendan Fraser', 'Keri Russell']",Tom Vaughan,74131,1244659,27569
10637,Remember the Titans,['Drama'],"['ku klux klan', 'american football', 'trainer', 'sports team', 'race politics', 'coaction', 'apartheid', 'sport', 'high school', 'racial segregation', 'racist', 'based on true story', 'american football player', 'xenophobia', 'head coach']","After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",7.4,821,2000-09-29,113.0,"['Denzel Washington', 'Will Patton', 'Ryan Hurst']",Boaz Yakin,3916,210945,10637
1669,The Hunt for Red October,"['Action', 'Adventure', 'Thriller']","['submarine', 'cold war', 'russian', 'defection', 'jack ryan']","A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",7.2,957,1990-03-02,134.0,"['Alec Baldwin', 'Sean Connery', 'Scott Glenn']",John McTiernan,1610,99810,1669
132363,The Butler,['Drama'],"['white house', 'butler', 'biography', 'civil rights']","A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",7.2,1101,2013-08-16,132.0,"['Forest Whitaker', 'David Banner', 'Michael Rainey Jr.']",Lee Daniels,104337,1327773,132363
9472,DodgeBall: A True Underdog Story,['Comedy'],"['underdog', 'competition', 'bank', 'bar', 'ball', 'cheerleader', 'diet', 'wife', 'sport', 'gymnasium', 'pleite', 'fitness-studio', 'love', 'mail order bride', 'cheerleading', 'pirate', 'aftercreditsstinger', 'duringcreditsstinger']","When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",6.2,981,2004-06-18,92.0,"['Vince Vaughn', 'Christine Taylor', 'Ben Stiller']",Rawson Marshall Thurber,8528,364725,9472
2907,The Addams Family,"['Horror', 'Comedy', 'Fantasy']","['dead wish', 'vampire', 'black humor', 'uncle', 'eccentric', 'werewolf', 'macabre', 'loan shark', 'accountant']","Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",6.7,848,1991-11-22,99.0,"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd']",Barry Sonnenfeld,2124,101272,2907
9273,Ace Ventura: When Nature Calls,"['Crime', 'Comedy', 'Adventure']","['africa', 'indigenous', 'human animal relationship', 'bat']","Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",6.1,1099,1995-11-10,90.0,"['Jim Carrey', 'Ian McNeice', 'Simon Callow']",Steve Oedekerk,19,112281,9273
9880,The Princess Diaries,"['Comedy', 'Family', 'Romance']","['heir to the throne', 'grandmother granddaughter relationship', 'high school', 'princess', 'royalty', 'teenager', 'popularity', 'social outcast', 'based on young adult novel']","A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",6.5,1023,2001-08-03,115.0,"['Anne Hathaway', 'Julie Andrews', 'Heather Matarazzo']",Garry Marshall,4700,247638,9880
2925,The First Wives Club,['Comedy'],"['divorce', 'divorced woman', 'reunited friends']","After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",6.5,166,1996-09-20,102.0,"['Goldie Hawn', 'Bette Midler', 'Diane Keaton']",Hugh Wilson,830,116313,2925
807,Se7en,"['Crime', 'Mystery', 'Thriller']","['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'lust and impulsiveness', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer']","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",8.1,5765,1995-09-22,127.0,"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow']",David Fincher,47,114369,807
17654,District 9,['Science Fiction'],"['slum', 'street gang', 'mutation', 'south africa', 'johannesburg', 'dystopia', 'genetics', 'government', 'satire', 'alien', 'prawn', 'mockumentary', 'alternate history', 'racism', 'metamorphosis', 'xenophobia', 'internment camp', 'body transformation', 'alien technology', 'segregation']","Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",7.3,3382,2009-08-05,112.0,"['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt']",Neill Blomkamp,70286,1136608,17654
11836,The SpongeBob SquarePants Movie,"['Animation', 'Comedy', 'Family']","['ocean', 'sea', 'star', 'water', 'freeze', 'spongebob']","There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",6.7,574,2004-11-14,87.0,"['Tom Kenny', 'Clancy Brown', 'Rodger Bumpass']",Stephen Hillenburg,8974,345950,11836
322,Mystic River,"['Thriller', 'Crime', 'Drama', 'Mystery']","['child abuse', 'sexual abuse', 'loss of child', 'repayment', 'suppressed past', 'arbitrary law', 'boston', ""workers' quarter"", 'reference to sprite', 'child']","A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.",7.6,1422,2003-10-07,138.0,"['Sean Penn', 'Tim Robbins', 'Kevin Bacon']",Clint Eastwood,6870,327056,322
70,Million Dollar Baby,['Drama'],"['transporter', 'suicide attempt', 'strong woman', 'boxer', 'dying and death', 'stroke of fate', 'training', 'advancement', 'sport', 'female protagonist', 'boxing trainer', 'determination']","Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",7.7,2439,2004-12-15,132.0,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman']",Clint Eastwood,30707,405159,70
9535,Analyze This,"['Comedy', 'Crime']","['new york', 'mafia boss', 'wedding', 'psychiatrist']","Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",6.4,503,1999-03-05,103.0,"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']",Harold Ramis,2539,122933,9535
11036,The Notebook,"['Romance', 'Drama']","['poem', 'river', 'sadness', 'fight', ""love of one's life"", 'dementia', 'class', 'secret love', 'tears', 'candle', 'mailbox']","An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",7.7,3067,2004-06-25,123.0,"['Rachel McAdams', 'Ryan Gosling', 'Gena Rowlands']",Nick Cassavetes,8533,332280,11036
6557,27 Dresses,"['Comedy', 'Romance']","['lovesickness', 'newspaper', 'bar', 'sister sister relationship', 'new love', 'wedding planer', 'witness', 'bride', 'bridesmaid', 'sister', 'music', 'romantic comedy', 'sibling rivalry', 'reporter', 'wedding', 'woman director']",Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,6.1,978,2008-01-10,111.0,"['Katherine Heigl', 'James Marsden', 'Malin Åkerman']",Anne Fletcher,56949,988595,6557
18126,Hannah Montana: The Movie,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']","['double life', 'pop star', 'musical', 'tennessee', 'teenage girl', 'teen movie', 'teenager', 'hometown', 'famous']","When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley?",6.0,449,2009-04-10,102.0,"['Miley Cyrus', 'Billy Ray Cyrus', 'Emily Osment']",Peter Chelsom,70334,1114677,18126
16340,Rugrats in Paris: The Movie,"['Adventure', 'Animation', 'Comedy', 'Family']","['paris', 'invention']","The Rugrats are back! There's Tommy the brave one, Chuckie the timid one, Phil and Lil the odd couple, Dil, and spoiled brat Angelica. This time they're wreaking havoc in Paris, France, where Tommy's dad Stu is summoned after yet another one of his inventions took a dump.",6.0,100,2000-09-14,78.0,"['E.G. Daily', 'Susan Sarandon', 'John Lithgow']",Stig Bergqvist,3990,213203,16340
10333,The Prince of Tides,"['Drama', 'Romance']","['american football', 'trainer', 'twin sister', 'suppressed past', 'psychiatrist', 'extramarital affair', 'woman director']",A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,5.9,56,1991-12-25,132.0,"['Nick Nolte', 'Barbra Streisand', 'Blythe Danner']",Barbra Streisand,3528,102713,10333
4476,Legends of the Fall,"['Adventure', 'Drama', 'Romance', 'War']","['brother brother relationship', 'montana', 'based on novel', 'world war i', 'journey round the world']","An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",7.2,619,1994-12-16,133.0,"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']",Edward Zwick,266,110322,4476
22947,Up in the Air,"['Drama', 'Romance']","['suitcase', 'business', 'omaha', 'on the road', 'downsizing', 'cross country', 'duringcreditsstinger']","George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.",6.7,1205,2009-09-05,109.0,"['George Clooney', 'Vera Farmiga', 'Anna Kendrick']",Jason Reitman,72011,1193138,22947
2755,About Schmidt,"['Drama', 'Comedy']","['wife husband relationship', 'channel surfing', 'mullet', 'spiritual journey', 'life changing', 'pioneer village', 'family gathering']","66-year-old Warren Schmidt is a retired insurance salesman and has no particular plans other than to drive around in the motor home his wife insisted they buy. He's not altogether bitter, but not happy either, as everything his wife does annoys him, and he disapproves of the man his daughter is about to marry. When his wife suddenly dies, he sets out to postpone the imminent marriage of his daughter to a man he doesn't like, while coping with discoveries about his late wife and himself in the process.",6.7,362,2002-12-13,125.0,"['Jack Nicholson', 'Kathy Bates', 'Hope Davis']",Alexander Payne,5945,257360,2755
82654,Warm Bodies,"['Horror', 'Comedy', 'Romance']","['post-apocalyptic', 'dystopia', 'zombie', 'zombie apocalypse', 'interspecies romance', 'based on young adult novel']","After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",6.4,2652,2013-01-31,97.0,"['Nicholas Hoult', 'Teresa Palmer', 'Analeigh Tipton']",Jonathan Levine,99007,1588173,82654
59967,Looper,"['Action', 'Thriller', 'Science Fiction']","['suicide', 'assassin', 'drug addiction', 'future', 'time travel', 'dystopia', 'retirement', 'boy', 'murder', 'organized crime', 'tragedy', 'execution', 'violence', 'criminal', 'drug addict', 'contract killer', 'neo-noir']","In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",6.6,4697,2012-09-26,118.0,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt']",Rian Johnson,96610,1276104,59967
16300,Down to Earth,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",[],"After dying before his time, an aspiring comic gets a second shot at life... by being reincarnated as a wealthy but un-likable businessman.",4.9,95,2001-02-16,87.0,"['Chris Rock', 'Regina King', 'Chazz Palminteri']",Chris Weitz,4153,231775,16300
9598,Babe,"['Fantasy', 'Drama', 'Comedy', 'Family']","['sheep', 'pig', 'affection', 'piglet', 'heroism', 'talking animal', 'separation', 'german shepherd', 'grandson', 'talking pig']","Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.",6.0,733,1995-07-18,89.0,"['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann']",Chris Noonan,34,112431,9598
82696,Hope Springs,"['Drama', 'Comedy', 'Romance']","['renewing wedding vows', 'marriage counselling']","After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",5.8,284,2012-08-07,100.0,"['Meryl Streep', 'Steve Carell', 'Tommy Lee Jones']",David Frankel,96121,1535438,82696
9870,Forgetting Sarah Marshall,"['Comedy', 'Romance', 'Drama']","['hawaii', 'one-night stand', 'beauty']","When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",6.4,1172,2008-04-17,111.0,"['Jason Segel', 'Kristen Bell', 'Mila Kunis']",Nicholas Stoller,58998,800039,9870
